School.List,State,Year,FT.Male,FT.Female,FT.AGI,FT.Total,fac_percent_men,fac_percent_women,fac_percent_agi,fac_men_change,fac_women_change,fac_agi_change
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2017,53,43,0,96,55.20833333,44.79166667,0,NA,NA,NA
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2018,53,39,0,92,57.60869565,42.39130435,0,2.400362319,-2.400362319,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2019,52,50,0,102,50.98039216,49.01960784,0,-6.628303495,6.628303495,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2020,56,40,0,96,58.33333333,41.66666667,0,7.352941176,-7.352941176,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2021,44,37,0,81,54.32098765,45.67901235,0,-4.012345679,4.012345679,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2022,45,50,0,95,47.36842105,52.63157895,0,-6.952566602,6.952566602,0
UNIVERSITY OF NEVADA - LAS VEGAS,NEVADA,2023,55,55,0,110,50,50,0,2.631578947,-2.631578947,0
"UTAH, UNIVERSITY OF",UTAH,2017,51,34,0,85,60,40,0,NA,NA,NA
"UTAH, UNIVERSITY OF",UTAH,2018,57,41,0,98,58.16326531,41.83673469,0,-1.836734694,1.836734694,0
"UTAH, UNIVERSITY OF",UTAH,2019,57,40,0,97,58.7628866,41.2371134,0,0.599621292,-0.599621292,0
"UTAH, UNIVERSITY OF",UTAH,2020,50,45,0,95,52.63157895,47.36842105,0,-6.131307651,6.131307651,0
"UTAH, UNIVERSITY OF",UTAH,2021,48,46,0,94,51.06382979,48.93617021,0,-1.56774916,1.56774916,0
"UTAH, UNIVERSITY OF",UTAH,2022,62,44,1,107,57.94392523,41.12149533,0.934579439,6.880095446,-7.814674886,0.934579439
"UTAH, UNIVERSITY OF",UTAH,2023,59,47,0,108,54.62962963,43.51851852,0,-3.314295604,2.397023191,-0.934579439
VANDERBILT UNIVERSITY,TENNESSEE,2017,91,51,0,143,63.63636364,35.66433566,0,NA,NA,NA
VANDERBILT UNIVERSITY,TENNESSEE,2018,81,49,0,130,62.30769231,37.69230769,0,-1.328671329,2.027972028,0
VANDERBILT UNIVERSITY,TENNESSEE,2019,88,53,0,141,62.41134752,37.58865248,0,0.10365521,-0.10365521,0
VANDERBILT UNIVERSITY,TENNESSEE,2020,88,51,0,139,63.30935252,36.69064748,0,0.898005,-0.898005,0
VANDERBILT UNIVERSITY,TENNESSEE,2021,74,47,0,121,61.15702479,38.84297521,0,-2.152327725,2.152327725,0
VANDERBILT UNIVERSITY,TENNESSEE,2022,83,56,0,139,59.71223022,40.28776978,0,-1.444794578,1.444794578,0
VANDERBILT UNIVERSITY,TENNESSEE,2023,98,59,0,157,62.42038217,37.57961783,0,2.70815195,-2.70815195,0
VERMONT LAW SCHOOL,VERMONT,2017,85,64,0,149,57.04697987,42.95302013,0,NA,NA,NA
VERMONT LAW SCHOOL,VERMONT,2018,94,73,0,167,56.28742515,43.71257485,0,-0.759554716,0.759554716,0
VERMONT LAW SCHOOL,VERMONT,2019,50,59,0,109,45.87155963,54.12844037,0,-10.41586552,10.41586552,0
VERMONT LAW SCHOOL,VERMONT,2020,62,67,0,129,48.0620155,51.9379845,0,2.190455871,-2.190455871,0
VERMONT LAW SCHOOL,VERMONT,2021,63,75,0,138,45.65217391,54.34782609,0,-2.409841591,2.409841591,0
VERMONT LAW SCHOOL,VERMONT,2022,73,92,1,166,43.97590361,55.42168675,0.602409639,-1.676270299,1.07386066,0.602409639
VERMONT LAW SCHOOL,VERMONT,2023,69,100,1,172,40.11627907,58.13953488,0.581395349,-3.859624545,2.717848137,-0.02101429
VILLANOVA UNIVERSITY,PENNSYLVANIA,2017,68,45,0,113,60.17699115,39.82300885,0,NA,NA,NA
VILLANOVA UNIVERSITY,PENNSYLVANIA,2018,68,47,0,115,59.13043478,40.86956522,0,-1.046556368,1.046556368,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2019,61,49,0,110,55.45454545,44.54545455,0,-3.675889328,3.675889328,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2020,63,52,0,115,54.7826087,45.2173913,0,-0.671936759,0.671936759,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2021,56,62,0,118,47.45762712,52.54237288,0,-7.324981577,7.324981577,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2022,61,56,0,117,52.13675214,47.86324786,0,4.679125018,-4.679125018,0
VILLANOVA UNIVERSITY,PENNSYLVANIA,2023,75,53,0,128,58.59375,41.40625,0,6.456997863,-6.456997863,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2017,182,64,0,246,73.98373984,26.01626016,0,NA,NA,NA
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2018,167,70,0,237,70.46413502,29.53586498,0,-3.519604816,3.519604816,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2019,159,79,0,238,66.80672269,33.19327731,0,-3.657412332,3.657412332,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2020,161,73,0,234,68.8034188,31.1965812,0,1.996696114,-1.996696114,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2021,168,84,0,252,66.66666667,33.33333333,0,-2.136752137,2.136752137,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2022,163,82,0,245,66.53061224,33.46938776,0,-0.136054422,0.136054422,0
"VIRGINIA, UNIVERSITY OF",VIRGINIA,2023,177,99,0,276,64.13043478,35.86956522,0,-2.400177462,2.400177462,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2017,79,41,0,120,65.83333333,34.16666667,0,NA,NA,NA
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2018,89,47,0,136,65.44117647,34.55882353,0,-0.392156863,0.392156863,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2019,66,42,0,108,61.11111111,38.88888889,0,-4.330065359,4.330065359,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2020,79,46,0,125,63.2,36.8,0,2.088888889,-2.088888889,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2021,46,41,0,87,52.87356322,47.12643678,0,-10.32643678,10.32643678,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2022,60,49,0,109,55.04587156,44.95412844,0,2.172308341,-2.172308341,0
WAKE FOREST UNIVERSITY,NORTH CAROLINA,2023,52,45,0,97,53.60824742,46.39175258,0,-1.437624137,1.437624137,0
WASHBURN UNIVERSITY,KANSAS,2017,40,31,0,71,56.33802817,43.66197183,0,NA,NA,NA
WASHBURN UNIVERSITY,KANSAS,2018,36,34,0,70,51.42857143,48.57142857,0,-4.90945674,4.90945674,0
WASHBURN UNIVERSITY,KANSAS,2019,33,32,0,65,50.76923077,49.23076923,0,-0.659340659,0.659340659,0
WASHBURN UNIVERSITY,KANSAS,2020,34,26,0,60,56.66666667,43.33333333,0,5.897435897,-5.897435897,0
WASHBURN UNIVERSITY,KANSAS,2021,39,26,0,65,60,40,0,3.333333333,-3.333333333,0
WASHBURN UNIVERSITY,KANSAS,2022,34,30,0,64,53.125,46.875,0,-6.875,6.875,0
WASHBURN UNIVERSITY,KANSAS,2023,32,27,0,59,54.23728814,45.76271186,0,1.112288136,-1.112288136,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2017,73,27,0,100,73,27,0,NA,NA,NA
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2018,63,29,0,92,68.47826087,31.52173913,0,-4.52173913,4.52173913,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2019,62,28,0,90,68.88888889,31.11111111,0,0.410628019,-0.410628019,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2020,59,30,0,89,66.29213483,33.70786517,0,-2.596754057,2.596754057,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2021,56,32,0,88,63.63636364,36.36363636,0,-2.655771195,2.655771195,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2022,59,30,0,89,66.29213483,33.70786517,0,2.655771195,-2.655771195,0
WASHINGTON AND LEE UNIVERSITY,VIRGINIA,2023,65,30,0,95,68.42105263,31.57894737,0,2.1289178,-2.1289178,0
WASHINGTON UNIVERSITY,MISSOURI,2017,124,75,0,199,62.31155779,37.68844221,0,NA,NA,NA
WASHINGTON UNIVERSITY,MISSOURI,2018,114,56,0,170,67.05882353,32.94117647,0,4.74726574,-4.74726574,0
WASHINGTON UNIVERSITY,MISSOURI,2019,100,69,0,169,59.17159763,40.82840237,0,-7.887225896,7.887225896,0
WASHINGTON UNIVERSITY,MISSOURI,2020,110,73,0,183,60.10928962,39.89071038,0,0.937691984,-0.937691984,0
WASHINGTON UNIVERSITY,MISSOURI,2021,94,68,0,162,58.02469136,41.97530864,0,-2.084598259,2.084598259,0
WASHINGTON UNIVERSITY,MISSOURI,2022,96,73,0,169,56.80473373,43.19526627,0,-1.21995763,1.21995763,0
WASHINGTON UNIVERSITY,MISSOURI,2023,122,106,0,231,52.81385281,45.88744589,0,-3.990880914,2.692179615,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2017,117,72,0,189,61.9047619,38.0952381,0,NA,NA,NA
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2018,103,76,0,179,57.54189944,42.45810056,0,-4.362862463,4.362862463,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2019,105,62,0,167,62.8742515,37.1257485,0,5.332352056,-5.332352056,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2020,87,54,0,141,61.70212766,38.29787234,0,-1.172123837,1.172123837,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2021,89,58,0,147,60.54421769,39.45578231,0,-1.157909972,1.157909972,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2022,93,68,0,161,57.76397516,42.23602484,0,-2.780242532,2.780242532,0
"WASHINGTON, UNIVERSITY OF",WASHINGTON,2023,78,70,0,148,52.7027027,47.2972973,0,-5.061272453,5.061272453,0
WAYNE STATE UNIVERSITY,MICHIGAN,2017,54,33,0,87,62.06896552,37.93103448,0,NA,NA,NA
WAYNE STATE UNIVERSITY,MICHIGAN,2018,40,33,0,73,54.79452055,45.20547945,0,-7.274444969,7.274444969,0
WAYNE STATE UNIVERSITY,MICHIGAN,2019,52,40,0,92,56.52173913,43.47826087,0,1.727218582,-1.727218582,0
WAYNE STATE UNIVERSITY,MICHIGAN,2020,58,45,0,103,56.31067961,43.68932039,0,-0.211059519,0.211059519,0
WAYNE STATE UNIVERSITY,MICHIGAN,2021,54,45,0,99,54.54545455,45.45454545,0,-1.765225066,1.765225066,0
WAYNE STATE UNIVERSITY,MICHIGAN,2022,51,47,0,98,52.04081633,47.95918367,0,-2.504638219,2.504638219,0
WAYNE STATE UNIVERSITY,MICHIGAN,2023,59,56,0,115,51.30434783,48.69565217,0,-0.7364685,0.7364685,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2017,41,23,0,64,64.0625,35.9375,0,NA,NA,NA
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2018,33,25,0,58,56.89655172,43.10344828,0,-7.165948276,7.165948276,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2019,33,29,0,62,53.22580645,46.77419355,0,-3.670745273,3.670745273,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2020,37,27,0,64,57.8125,42.1875,0,4.586693548,-4.586693548,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2021,36,26,0,62,58.06451613,41.93548387,0,0.252016129,-0.252016129,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2022,36,28,0,64,56.25,43.75,0,-1.814516129,1.814516129,0
WEST VIRGINIA UNIVERSITY,WEST VIRGINIA,2023,36,33,0,69,52.17391304,47.82608696,0,-4.076086957,4.076086957,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2017,37,28,0,65,56.92307692,43.07692308,0,NA,NA,NA
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2018,37,22,0,59,62.71186441,37.28813559,0,5.788787484,-5.788787484,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2019,32,26,0,58,55.17241379,44.82758621,0,-7.539450614,7.539450614,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2020,36,28,0,64,56.25,43.75,0,1.077586207,-1.077586207,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2021,33,37,0,70,47.14285714,52.85714286,0,-9.107142857,9.107142857,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2022,30,37,0,69,43.47826087,53.62318841,0,-3.664596273,0.766045549,0
WESTERN NEW ENGLAND UNIVERSITY,MASSACHUSETTS,2023,41,53,0,95,43.15789474,55.78947368,0,-0.320366133,2.166285278,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2017,31,21,0,52,59.61538462,40.38461538,0,NA,NA,NA
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2018,36,27,0,63,57.14285714,42.85714286,0,-2.472527473,2.472527473,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2019,30,27,0,57,52.63157895,47.36842105,0,-4.511278195,4.511278195,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2020,26,20,0,46,56.52173913,43.47826087,0,3.890160183,-3.890160183,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2021,25,22,0,47,53.19148936,46.80851064,0,-3.330249769,3.330249769,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2022,29,16,0,45,64.44444444,35.55555556,0,11.25295508,-11.25295508,0
WESTERN STATE COLLEGE OF LAW,CALIFORNIA,2023,30,23,0,53,56.60377358,43.39622642,0,-7.84067086,7.84067086,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2017,42,28,0,70,60,40,0,NA,NA,NA
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2018,37,37,0,74,50,50,0,-10,10,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2019,42,38,0,80,52.5,47.5,0,2.5,-2.5,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2020,43,40,0,83,51.80722892,48.19277108,0,-0.692771084,0.692771084,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2021,41,39,0,80,51.25,48.75,0,-0.557228916,0.557228916,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2022,44,40,0,84,52.38095238,47.61904762,0,1.130952381,-1.130952381,0
WIDENER UNIVERSITY-DELAWARE,DELAWARE,2023,41,48,0,89,46.06741573,53.93258427,0,-6.313536651,6.313536651,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2017,32,16,0,48,66.66666667,33.33333333,0,NA,NA,NA
WIDENER-COMMONWEALTH,PENNSYLVANIA,2018,36,17,0,53,67.9245283,32.0754717,0,1.257861635,-1.257861635,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2019,37,21,0,58,63.79310345,36.20689655,0,-4.131424854,4.131424854,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2020,40,25,0,65,61.53846154,38.46153846,0,-2.25464191,2.25464191,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2021,35,27,0,62,56.4516129,43.5483871,0,-5.086848635,5.086848635,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2022,35,26,0,61,57.37704918,42.62295082,0,0.925436277,-0.925436277,0
WIDENER-COMMONWEALTH,PENNSYLVANIA,2023,35,32,0,67,52.23880597,47.76119403,0,-5.13824321,5.13824321,0
WILLAMETTE UNIVERSITY,OREGON,2017,36,21,0,57,63.15789474,36.84210526,0,NA,NA,NA
WILLAMETTE UNIVERSITY,OREGON,2018,32,23,0,55,58.18181818,41.81818182,0,-4.976076555,4.976076555,0
WILLAMETTE UNIVERSITY,OREGON,2019,29,21,0,50,58,42,0,-0.181818182,0.181818182,0
WILLAMETTE UNIVERSITY,OREGON,2020,32,22,0,54,59.25925926,40.74074074,0,1.259259259,-1.259259259,0
WILLAMETTE UNIVERSITY,OREGON,2021,28,26,0,54,51.85185185,48.14814815,0,-7.407407407,7.407407407,0
WILLAMETTE UNIVERSITY,OREGON,2022,30,24,0,55,54.54545455,43.63636364,0,2.693602694,-4.511784512,0
WILLAMETTE UNIVERSITY,OREGON,2023,30,25,0,55,54.54545455,45.45454545,0,0,1.818181818,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2017,110,58,0,168,65.47619048,34.52380952,0,NA,NA,NA
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2018,110,62,0,172,63.95348837,36.04651163,0,-1.522702104,1.522702104,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2019,103,53,0,156,66.02564103,33.97435897,0,2.072152654,-2.072152654,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2020,106,55,0,161,65.83850932,34.16149068,0,-0.187131709,0.187131709,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2021,103,53,0,156,66.02564103,33.97435897,0,0.187131709,-0.187131709,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2022,106,52,0,162,65.43209877,32.09876543,0,-0.59354226,-1.875593542,0
WILLIAM AND MARY LAW SCHOOL,VIRGINIA,2023,94,54,0,148,63.51351351,36.48648649,0,-1.918585252,4.387721054,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2017,72,62,0,134,53.73134328,46.26865672,0,NA,NA,NA
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2018,61,55,0,116,52.5862069,47.4137931,0,-1.145136387,1.145136387,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2019,64,57,0,121,52.89256198,47.10743802,0,0.306355087,-0.306355087,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2020,72,56,0,128,56.25,43.75,0,3.357438017,-3.357438017,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2021,75,62,0,137,54.74452555,45.25547445,0,-1.505474453,1.505474453,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2022,81,65,0,146,55.47945205,44.52054795,0,0.734926507,-0.734926507,0
"WISCONSIN, UNIVERSITY OF",WISCONSIN,2023,77,68,0,145,53.10344828,46.89655172,0,-2.376003779,2.376003779,0
"WYOMING, UNIVERSITY OF",WYOMING,2017,20,16,0,36,55.55555556,44.44444444,0,NA,NA,NA
"WYOMING, UNIVERSITY OF",WYOMING,2018,22,18,0,40,55,45,0,-0.555555556,0.555555556,0
"WYOMING, UNIVERSITY OF",WYOMING,2019,20,15,0,35,57.14285714,42.85714286,0,2.142857143,-2.142857143,0
"WYOMING, UNIVERSITY OF",WYOMING,2020,24,13,0,37,64.86486486,35.13513514,0,7.722007722,-7.722007722,0
"WYOMING, UNIVERSITY OF",WYOMING,2021,20,14,0,34,58.82352941,41.17647059,0,-6.041335453,6.041335453,0
"WYOMING, UNIVERSITY OF",WYOMING,2022,24,12,0,36,66.66666667,33.33333333,0,7.843137255,-7.843137255,0
"WYOMING, UNIVERSITY OF",WYOMING,2023,21,16,0,37,56.75675676,43.24324324,0,-9.90990991,9.90990991,0
YALE UNIVERSITY,CONNECTICUT,2017,178,81,0,259,68.72586873,31.27413127,0,NA,NA,NA
YALE UNIVERSITY,CONNECTICUT,2018,167,90,0,257,64.98054475,35.01945525,0,-3.745323979,3.745323979,0
YALE UNIVERSITY,CONNECTICUT,2019,155,94,0,249,62.24899598,37.75100402,0,-2.731548763,2.731548763,0
YALE UNIVERSITY,CONNECTICUT,2020,160,88,1,249,64.25702811,35.34136546,0.401606426,2.008032129,-2.409638554,0.401606426
YALE UNIVERSITY,CONNECTICUT,2021,157,83,1,241,65.14522822,34.43983402,0.414937759,0.888200103,-0.901531437,0.013331334
YALE UNIVERSITY,CONNECTICUT,2022,165,95,0,260,63.46153846,36.53846154,0,-1.683689754,2.098627514,-0.414937759
YALE UNIVERSITY,CONNECTICUT,2023,164,98,1,263,62.35741445,37.26235741,0.380228137,-1.104124013,0.723895876,0.380228137
