School.List,State,Year,ST.Total.White,ST.Total.Bipoc,ST.Total,percent_bipoc,percent_white,year_change
"AKRON, UNIVERSITY OF",OHIO,2017,145,31,176,17.61363636,82.38636364,NA
"AKRON, UNIVERSITY OF",OHIO,2018,115,32,147,21.76870748,78.23129252,4.1551
"AKRON, UNIVERSITY OF",OHIO,2019,89,14,103,13.59223301,86.40776699,-8.1765
"AKRON, UNIVERSITY OF",OHIO,2020,110,31,141,21.9858156,78.0141844,8.3936
"AKRON, UNIVERSITY OF",OHIO,2021,127,32,159,20.12578616,79.87421384,-1.86
"AKRON, UNIVERSITY OF",OHIO,2022,109,33,142,23.23943662,76.76056338,3.1137
"AKRON, UNIVERSITY OF",OHIO,2023,111,17,128,13.28125,86.71875,-9.9582
"ALABAMA, UNIVERSITY OF",ALABAMA,2017,97,25,122,20.49180328,79.50819672,NA
"ALABAMA, UNIVERSITY OF",ALABAMA,2018,89,23,112,20.53571429,79.46428571,0.0439
"ALABAMA, UNIVERSITY OF",ALABAMA,2019,104,26,130,20,80,-0.5357
"ALABAMA, UNIVERSITY OF",ALABAMA,2020,98,26,124,20.96774194,79.03225806,0.9677
"ALABAMA, UNIVERSITY OF",ALABAMA,2021,118,31,149,20.80536913,79.19463087,-0.1624
"ALABAMA, UNIVERSITY OF",ALABAMA,2022,107,39,146,26.71232877,73.28767123,5.907
"ALABAMA, UNIVERSITY OF",ALABAMA,2023,97,25,122,20.49180328,79.50819672,-6.2205
ALBANY LAW SCHOOL,NEW YORK,2017,116,27,143,18.88111888,81.11888112,NA
ALBANY LAW SCHOOL,NEW YORK,2018,144,40,184,21.73913043,78.26086957,2.858
ALBANY LAW SCHOOL,NEW YORK,2019,133,41,174,23.56321839,76.43678161,1.8241
ALBANY LAW SCHOOL,NEW YORK,2020,140,35,175,20,80,-3.5632
ALBANY LAW SCHOOL,NEW YORK,2021,162,45,207,21.73913043,78.26086957,1.7391
ALBANY LAW SCHOOL,NEW YORK,2022,146,46,192,23.95833333,76.04166667,2.2192
ALBANY LAW SCHOOL,NEW YORK,2023,125,46,171,26.9005848,73.0994152,2.9423
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2017,229,157,386,40.67357513,59.32642487,NA
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2018,281,148,429,34.4988345,65.5011655,-6.1747
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2019,230,129,359,35.93314763,64.06685237,1.4343
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2020,205,139,344,40.40697674,59.59302326,4.4738
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2021,243,138,381,36.22047244,63.77952756,-4.1865
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2022,238,136,374,36.36363636,63.63636364,0.1432
AMERICAN UNIVERSITY,DISTRICT OF COLUMBIA,2023,228,158,386,40.93264249,59.06735751,4.569
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2017,47,22,69,31.88405797,68.11594203,NA
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2018,46,16,62,25.80645161,74.19354839,-6.0776
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2019,43,23,66,34.84848485,65.15151515,9.042
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2020,51,14,65,21.53846154,78.46153846,-13.31
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2021,44,13,57,22.80701754,77.19298246,1.2686
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2022,44,9,53,16.98113208,83.01886792,-5.8259
APPALACHIAN SCHOOL OF LAW,VIRGINIA,2023,34,22,56,39.28571429,60.71428571,22.3046
ARIZONA STATE UNIVERSITY,ARIZONA,2017,154,52,206,25.24271845,74.75728155,NA
ARIZONA STATE UNIVERSITY,ARIZONA,2018,196,51,247,20.64777328,79.35222672,-4.5949
ARIZONA STATE UNIVERSITY,ARIZONA,2019,181,76,257,29.57198444,70.42801556,8.9242
ARIZONA STATE UNIVERSITY,ARIZONA,2020,150,74,224,33.03571429,66.96428571,3.4637
ARIZONA STATE UNIVERSITY,ARIZONA,2021,202,91,293,31.05802048,68.94197952,-1.9777
ARIZONA STATE UNIVERSITY,ARIZONA,2022,178,98,276,35.50724638,64.49275362,4.4492
ARIZONA STATE UNIVERSITY,ARIZONA,2023,124,59,183,32.24043716,67.75956284,-3.2668
"ARIZONA, UNIVERSITY OF",ARIZONA,2017,56,34,90,37.77777778,62.22222222,NA
"ARIZONA, UNIVERSITY OF",ARIZONA,2018,77,37,114,32.45614035,67.54385965,-5.3216
"ARIZONA, UNIVERSITY OF",ARIZONA,2019,101,35,136,25.73529412,74.26470588,-6.7208
"ARIZONA, UNIVERSITY OF",ARIZONA,2020,81,33,114,28.94736842,71.05263158,3.2121
"ARIZONA, UNIVERSITY OF",ARIZONA,2021,85,42,127,33.07086614,66.92913386,4.1235
"ARIZONA, UNIVERSITY OF",ARIZONA,2022,70,54,124,43.5483871,56.4516129,10.4775
"ARIZONA, UNIVERSITY OF",ARIZONA,2023,78,34,112,30.35714286,69.64285714,-13.1912
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2017,95,24,119,20.16806723,79.83193277,NA
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2018,104,22,126,17.46031746,82.53968254,-2.7077
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2019,95,15,110,13.63636364,86.36363636,-3.824
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2020,104,25,129,19.37984496,80.62015504,5.7435
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2021,94,32,126,25.3968254,74.6031746,6.017
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2022,87,35,122,28.68852459,71.31147541,3.2917
"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",ARKANSAS,2023,95,32,127,25.19685039,74.80314961,-3.4917
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2017,132,34,166,20.48192771,79.51807229,NA
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2018,103,29,132,21.96969697,78.03030303,1.4878
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2019,129,22,151,14.56953642,85.43046358,-7.4002
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2020,131,26,157,16.56050955,83.43949045,1.991
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2021,134,22,156,14.1025641,85.8974359,-2.4579
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2022,113,32,145,22.06896552,77.93103448,7.9664
"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",ARKANSAS,2023,91,30,121,24.79338843,75.20661157,2.7244
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2017,45,97,142,68.30985915,31.69014085,NA
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2018,63,68,131,51.90839695,48.09160305,-16.4015
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2019,27,20,47,42.55319149,57.44680851,-9.3552
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2020,39,85,124,68.5483871,31.4516129,25.9952
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2021,40,82,122,67.21311475,32.78688525,-1.3353
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2022,40,90,130,69.23076923,30.76923077,2.0177
ATLANTA'S JOHN MARSHALL LAW SCHOOL,GEORGIA,2023,51,66,117,56.41025641,43.58974359,-12.8205
AVE MARIA SCHOOL OF LAW,FLORIDA,2017,61,30,91,32.96703297,67.03296703,NA
AVE MARIA SCHOOL OF LAW,FLORIDA,2018,62,30,92,32.60869565,67.39130435,-0.3583
AVE MARIA SCHOOL OF LAW,FLORIDA,2019,69,32,101,31.68316832,68.31683168,-0.9255
AVE MARIA SCHOOL OF LAW,FLORIDA,2020,85,28,113,24.77876106,75.22123894,-6.9044
AVE MARIA SCHOOL OF LAW,FLORIDA,2021,82,31,113,27.43362832,72.56637168,2.6549
AVE MARIA SCHOOL OF LAW,FLORIDA,2022,73,23,96,23.95833333,76.04166667,-3.4753
AVE MARIA SCHOOL OF LAW,FLORIDA,2023,57,31,88,35.22727273,64.77272727,11.2689
"BALTIMORE, UNIVERSITY OF",MARYLAND,2017,149,86,235,36.59574468,63.40425532,NA
"BALTIMORE, UNIVERSITY OF",MARYLAND,2018,158,107,265,40.37735849,59.62264151,3.7816
"BALTIMORE, UNIVERSITY OF",MARYLAND,2019,155,101,256,39.453125,60.546875,-0.9242
"BALTIMORE, UNIVERSITY OF",MARYLAND,2020,162,108,270,40,60,0.5469
"BALTIMORE, UNIVERSITY OF",MARYLAND,2021,183,100,283,35.33568905,64.66431095,-4.6643
"BALTIMORE, UNIVERSITY OF",MARYLAND,2022,169,104,273,38.0952381,61.9047619,2.7595
"BALTIMORE, UNIVERSITY OF",MARYLAND,2023,145,107,252,42.46031746,57.53968254,4.3651
BARRY UNIVERSITY,FLORIDA,2017,119,135,254,53.1496063,46.8503937,NA
BARRY UNIVERSITY,FLORIDA,2018,124,119,243,48.97119342,51.02880658,-4.1784
BARRY UNIVERSITY,FLORIDA,2019,113,118,231,51.08225108,48.91774892,2.1111
BARRY UNIVERSITY,FLORIDA,2020,97,145,242,59.91735537,40.08264463,8.8351
BARRY UNIVERSITY,FLORIDA,2021,135,169,304,55.59210526,44.40789474,-4.3253
BARRY UNIVERSITY,FLORIDA,2022,120,132,252,52.38095238,47.61904762,-3.2112
BARRY UNIVERSITY,FLORIDA,2023,104,127,231,54.97835498,45.02164502,2.5974
BAYLOR UNIVERSITY,TEXAS,2017,118,52,170,30.58823529,69.41176471,NA
BAYLOR UNIVERSITY,TEXAS,2018,136,36,172,20.93023256,79.06976744,-9.658
BAYLOR UNIVERSITY,TEXAS,2019,123,45,168,26.78571429,73.21428571,5.8555
BAYLOR UNIVERSITY,TEXAS,2020,104,43,147,29.25170068,70.74829932,2.466
BAYLOR UNIVERSITY,TEXAS,2021,146,63,209,30.14354067,69.85645933,0.8918
BAYLOR UNIVERSITY,TEXAS,2022,95,33,128,25.78125,74.21875,-4.3623
BAYLOR UNIVERSITY,TEXAS,2023,71,22,93,23.65591398,76.34408602,-2.1253
BELMONT UNIVERSITY,TENNESSEE,2017,94,15,109,13.76146789,86.23853211,NA
BELMONT UNIVERSITY,TENNESSEE,2018,84,20,104,19.23076923,80.76923077,5.4693
BELMONT UNIVERSITY,TENNESSEE,2019,120,16,136,11.76470588,88.23529412,-7.4661
BELMONT UNIVERSITY,TENNESSEE,2020,100,20,120,16.66666667,83.33333333,4.902
BELMONT UNIVERSITY,TENNESSEE,2021,115,21,136,15.44117647,84.55882353,-1.2255
BELMONT UNIVERSITY,TENNESSEE,2022,93,23,116,19.82758621,80.17241379,4.3864
BELMONT UNIVERSITY,TENNESSEE,2023,90,17,107,15.88785047,84.11214953,-3.9397
BOSTON COLLEGE,MASSACHUSETTS,2017,179,55,234,23.5042735,76.4957265,NA
BOSTON COLLEGE,MASSACHUSETTS,2018,164,44,208,21.15384615,78.84615385,-2.3504
BOSTON COLLEGE,MASSACHUSETTS,2019,176,64,240,26.66666667,73.33333333,5.5128
BOSTON COLLEGE,MASSACHUSETTS,2020,176,62,238,26.05042017,73.94957983,-0.6162
BOSTON COLLEGE,MASSACHUSETTS,2021,234,99,333,29.72972973,70.27027027,3.6793
BOSTON COLLEGE,MASSACHUSETTS,2022,133,68,201,33.83084577,66.16915423,4.1011
BOSTON COLLEGE,MASSACHUSETTS,2023,134,66,200,33,67,-0.8308
BOSTON UNIVERSITY,MASSACHUSETTS,2017,151,57,208,27.40384615,72.59615385,NA
BOSTON UNIVERSITY,MASSACHUSETTS,2018,174,85,259,32.81853282,67.18146718,5.4147
BOSTON UNIVERSITY,MASSACHUSETTS,2019,142,73,215,33.95348837,66.04651163,1.135
BOSTON UNIVERSITY,MASSACHUSETTS,2020,158,73,231,31.6017316,68.3982684,-2.3518
BOSTON UNIVERSITY,MASSACHUSETTS,2021,178,117,295,39.66101695,60.33898305,8.0593
BOSTON UNIVERSITY,MASSACHUSETTS,2022,118,85,203,41.87192118,58.12807882,2.2109
BOSTON UNIVERSITY,MASSACHUSETTS,2023,127,94,221,42.53393665,57.46606335,0.662
BRIGHAM YOUNG UNIVERSITY,UTAH,2017,80,20,100,20,80,NA
BRIGHAM YOUNG UNIVERSITY,UTAH,2018,74,19,93,20.43010753,79.56989247,0.4301
BRIGHAM YOUNG UNIVERSITY,UTAH,2019,102,16,118,13.55932203,86.44067797,-6.8708
BRIGHAM YOUNG UNIVERSITY,UTAH,2020,93,19,112,16.96428571,83.03571429,3.405
BRIGHAM YOUNG UNIVERSITY,UTAH,2021,102,26,128,20.3125,79.6875,3.3482
BRIGHAM YOUNG UNIVERSITY,UTAH,2022,96,18,114,15.78947368,84.21052632,-4.523
BRIGHAM YOUNG UNIVERSITY,UTAH,2023,79,17,96,17.70833333,82.29166667,1.9189
BROOKLYN LAW SCHOOL,NEW YORK,2017,245,125,370,33.78378378,66.21621622,NA
BROOKLYN LAW SCHOOL,NEW YORK,2018,229,85,314,27.07006369,72.92993631,-6.7137
BROOKLYN LAW SCHOOL,NEW YORK,2019,243,129,372,34.67741935,65.32258065,7.6074
BROOKLYN LAW SCHOOL,NEW YORK,2020,253,123,376,32.71276596,67.28723404,-1.9647
BROOKLYN LAW SCHOOL,NEW YORK,2021,286,114,400,28.5,71.5,-4.2128
BROOKLYN LAW SCHOOL,NEW YORK,2022,227,131,358,36.59217877,63.40782123,8.0922
BROOKLYN LAW SCHOOL,NEW YORK,2023,225,130,355,36.61971831,63.38028169,0.0275
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2017,119,107,226,47.34513274,52.65486726,NA
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2018,112,106,218,48.62385321,51.37614679,1.2787
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2019,117,115,232,49.56896552,50.43103448,0.9451
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2020,109,108,217,49.76958525,50.23041475,0.2006
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2021,115,87,202,43.06930693,56.93069307,-6.7003
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2022,104,100,204,49.01960784,50.98039216,5.9503
CALIFORNIA WESTERN SCHOOL OF LAW,CALIFORNIA,2023,104,94,198,47.47474747,52.52525253,-1.5449
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2017,157,133,290,45.86206897,54.13793103,NA
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2018,155,132,287,45.99303136,54.00696864,0.131
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2019,186,124,310,40,60,-5.993
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2020,160,165,325,50.76923077,49.23076923,10.7692
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2021,171,183,354,51.69491525,48.30508475,0.9257
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2022,123,129,252,51.19047619,48.80952381,-0.5044
"CALIFORNIA-BERKELEY, UNIVERSITY OF",CALIFORNIA,2023,140,164,304,53.94736842,46.05263158,2.7569
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2017,66,70,136,51.47058824,48.52941176,NA
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2018,98,99,197,50.25380711,49.74619289,-1.2168
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2019,105,113,218,51.83486239,48.16513761,1.5811
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2020,93,90,183,49.18032787,50.81967213,-2.6545
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2021,119,128,247,51.82186235,48.17813765,2.6415
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2022,85,103,188,54.78723404,45.21276596,2.9654
"CALIFORNIA-DAVIS, UNIVERSITY OF",CALIFORNIA,2023,94,99,193,51.29533679,48.70466321,-3.4919
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2017,71,67,138,48.55072464,51.44927536,NA
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2018,103,102,205,49.75609756,50.24390244,1.2054
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2019,63,76,139,54.67625899,45.32374101,4.9202
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2020,63,75,138,54.34782609,45.65217391,-0.3284
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2021,71,83,154,53.8961039,46.1038961,-0.4517
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2022,67,87,154,56.49350649,43.50649351,2.5974
"CALIFORNIA-IRVINE, UNIVERSITY OF",CALIFORNIA,2023,66,74,140,52.85714286,47.14285714,-3.6364
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2017,174,86,260,33.07692308,66.92307692,NA
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2018,171,112,283,39.57597173,60.42402827,6.499
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2019,170,104,274,37.95620438,62.04379562,-1.6198
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2020,178,119,297,40.06734007,59.93265993,2.1111
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2021,197,150,347,43.22766571,56.77233429,3.1603
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2022,148,140,288,48.61111111,51.38888889,5.3834
"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",CALIFORNIA,2023,150,150,300,50,50,1.3889
CAMPBELL UNIVERSITY,NORTH CAROLINA,2017,144,20,164,12.19512195,87.80487805,NA
CAMPBELL UNIVERSITY,NORTH CAROLINA,2018,163,25,188,13.29787234,86.70212766,1.1028
CAMPBELL UNIVERSITY,NORTH CAROLINA,2019,144,34,178,19.1011236,80.8988764,5.8033
CAMPBELL UNIVERSITY,NORTH CAROLINA,2020,148,30,178,16.85393258,83.14606742,-2.2472
CAMPBELL UNIVERSITY,NORTH CAROLINA,2021,174,42,216,19.44444444,80.55555556,2.5905
CAMPBELL UNIVERSITY,NORTH CAROLINA,2022,183,37,220,16.81818182,83.18181818,-2.6263
CAMPBELL UNIVERSITY,NORTH CAROLINA,2023,134,50,184,27.17391304,72.82608696,10.3557
CAPITAL UNIVERSITY,OHIO,2017,123,37,160,23.125,76.875,NA
CAPITAL UNIVERSITY,OHIO,2018,122,34,156,21.79487179,78.20512821,-1.3301
CAPITAL UNIVERSITY,OHIO,2019,136,33,169,19.52662722,80.47337278,-2.2682
CAPITAL UNIVERSITY,OHIO,2020,139,32,171,18.71345029,81.28654971,-0.8132
CAPITAL UNIVERSITY,OHIO,2021,155,31,186,16.66666667,83.33333333,-2.0468
CAPITAL UNIVERSITY,OHIO,2022,124,33,157,21.01910828,78.98089172,4.3524
CAPITAL UNIVERSITY,OHIO,2023,119,34,153,22.22222222,77.77777778,1.2031
CARDOZO SCHOOL OF LAW,NEW YORK,2017,230,74,304,24.34210526,75.65789474,NA
CARDOZO SCHOOL OF LAW,NEW YORK,2018,207,73,280,26.07142857,73.92857143,1.7293
CARDOZO SCHOOL OF LAW,NEW YORK,2019,206,67,273,24.54212454,75.45787546,-1.5293
CARDOZO SCHOOL OF LAW,NEW YORK,2020,206,82,288,28.47222222,71.52777778,3.9301
CARDOZO SCHOOL OF LAW,NEW YORK,2021,210,72,282,25.53191489,74.46808511,-2.9403
CARDOZO SCHOOL OF LAW,NEW YORK,2022,184,86,270,31.85185185,68.14814815,6.3199
CARDOZO SCHOOL OF LAW,NEW YORK,2023,170,95,265,35.8490566,64.1509434,3.9972
CASE WESTERN RESERVE UNIVERSITY,OHIO,2017,97,27,124,21.77419355,78.22580645,NA
CASE WESTERN RESERVE UNIVERSITY,OHIO,2018,110,42,152,27.63157895,72.36842105,5.8574
CASE WESTERN RESERVE UNIVERSITY,OHIO,2019,94,20,114,17.54385965,82.45614035,-10.0877
CASE WESTERN RESERVE UNIVERSITY,OHIO,2020,83,22,105,20.95238095,79.04761905,3.4085
CASE WESTERN RESERVE UNIVERSITY,OHIO,2021,123,28,151,18.54304636,81.45695364,-2.4093
CASE WESTERN RESERVE UNIVERSITY,OHIO,2022,98,37,135,27.40740741,72.59259259,8.8644
CASE WESTERN RESERVE UNIVERSITY,OHIO,2023,118,32,150,21.33333333,78.66666667,-6.0741
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2017,69,25,94,26.59574468,73.40425532,NA
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2018,68,25,93,26.88172043,73.11827957,0.286
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2019,78,23,101,22.77227723,77.22772277,-4.1094
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2020,82,29,111,26.12612613,73.87387387,3.3538
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2021,108,42,150,28,72,1.8739
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2022,98,27,125,21.6,78.4,-6.4
CATHOLIC UNIVERSITY OF AMERICA,DISTRICT OF COLUMBIA,2023,81,29,110,26.36363636,73.63636364,4.7636
CHAPMAN UNIVERSITY,CALIFORNIA,2017,86,71,157,45.22292994,54.77707006,NA
CHAPMAN UNIVERSITY,CALIFORNIA,2018,65,69,134,51.49253731,48.50746269,6.2696
CHAPMAN UNIVERSITY,CALIFORNIA,2019,81,62,143,43.35664336,56.64335664,-8.1359
CHAPMAN UNIVERSITY,CALIFORNIA,2020,68,72,140,51.42857143,48.57142857,8.0719
CHAPMAN UNIVERSITY,CALIFORNIA,2021,69,77,146,52.73972603,47.26027397,1.3112
CHAPMAN UNIVERSITY,CALIFORNIA,2022,67,66,133,49.62406015,50.37593985,-3.1157
CHAPMAN UNIVERSITY,CALIFORNIA,2023,54,57,111,51.35135135,48.64864865,1.7273
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2017,233,87,320,27.1875,72.8125,NA
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2018,144,38,182,20.87912088,79.12087912,-6.3084
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2019,174,38,212,17.9245283,82.0754717,-2.9546
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2020,155,27,182,14.83516484,85.16483516,-3.0894
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2021,211,31,242,12.80991736,87.19008264,-2.0252
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2022,160,30,190,15.78947368,84.21052632,2.9796
CHARLESTON SCHOOL OF LAW,SOUTH CAROLINA,2023,185,29,214,13.55140187,86.44859813,-2.2381
"CHICAGO, UNIVERSITY OF",ILLINOIS,2017,119,63,182,34.61538462,65.38461538,NA
"CHICAGO, UNIVERSITY OF",ILLINOIS,2018,113,73,186,39.24731183,60.75268817,4.6319
"CHICAGO, UNIVERSITY OF",ILLINOIS,2019,113,78,191,40.83769634,59.16230366,1.5904
"CHICAGO, UNIVERSITY OF",ILLINOIS,2020,99,81,180,45,55,4.1623
"CHICAGO, UNIVERSITY OF",ILLINOIS,2021,105,75,180,41.66666667,58.33333333,-3.3333
"CHICAGO, UNIVERSITY OF",ILLINOIS,2022,99,95,194,48.96907216,51.03092784,7.3024
"CHICAGO, UNIVERSITY OF",ILLINOIS,2023,88,87,175,49.71428571,50.28571429,0.7452
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2017,148,72,220,32.72727273,67.27272727,NA
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2018,158,66,224,29.46428571,70.53571429,-3.263
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2019,159,66,225,29.33333333,70.66666667,-0.131
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2020,145,76,221,34.38914027,65.61085973,5.0558
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2021,150,88,238,36.97478992,63.02521008,2.5856
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2022,149,76,225,33.77777778,66.22222222,-3.197
CHICAGO-KENT COLLEGE OF LAW-IIT,ILLINOIS,2023,136,70,206,33.98058252,66.01941748,0.2028
"CINCINNATI, UNIVERSITY OF",OHIO,2017,68,17,85,20,80,NA
"CINCINNATI, UNIVERSITY OF",OHIO,2018,94,31,125,24.8,75.2,4.8
"CINCINNATI, UNIVERSITY OF",OHIO,2019,105,24,129,18.60465116,81.39534884,-6.1953
"CINCINNATI, UNIVERSITY OF",OHIO,2020,111,19,130,14.61538462,85.38461538,-3.9893
"CINCINNATI, UNIVERSITY OF",OHIO,2021,106,17,123,13.82113821,86.17886179,-0.7942
"CINCINNATI, UNIVERSITY OF",OHIO,2022,99,27,126,21.42857143,78.57142857,7.6074
"CINCINNATI, UNIVERSITY OF",OHIO,2023,85,30,115,26.08695652,73.91304348,4.6584
CITY UNIVERSITY OF NEW YORK,NEW YORK,2017,90,87,177,49.15254237,50.84745763,NA
CITY UNIVERSITY OF NEW YORK,NEW YORK,2018,88,117,205,57.07317073,42.92682927,7.9206
CITY UNIVERSITY OF NEW YORK,NEW YORK,2019,90,126,216,58.33333333,41.66666667,1.2602
CITY UNIVERSITY OF NEW YORK,NEW YORK,2020,94,114,208,54.80769231,45.19230769,-3.5256
CITY UNIVERSITY OF NEW YORK,NEW YORK,2021,91,115,206,55.82524272,44.17475728,1.0176
CITY UNIVERSITY OF NEW YORK,NEW YORK,2022,85,133,218,61.00917431,38.99082569,5.1839
CITY UNIVERSITY OF NEW YORK,NEW YORK,2023,70,144,214,67.28971963,32.71028037,6.2805
CLEVELAND STATE UNIVERSITY,OHIO,2017,113,15,128,11.71875,88.28125,NA
CLEVELAND STATE UNIVERSITY,OHIO,2018,107,26,133,19.54887218,80.45112782,7.8301
CLEVELAND STATE UNIVERSITY,OHIO,2019,113,28,141,19.85815603,80.14184397,0.3093
CLEVELAND STATE UNIVERSITY,OHIO,2020,110,24,134,17.91044776,82.08955224,-1.9477
CLEVELAND STATE UNIVERSITY,OHIO,2021,104,24,128,18.75,81.25,0.8396
CLEVELAND STATE UNIVERSITY,OHIO,2022,104,25,129,19.37984496,80.62015504,0.6298
CLEVELAND STATE UNIVERSITY,OHIO,2023,100,38,138,27.53623188,72.46376812,8.1564
"COLORADO, UNIVERSITY OF",COLORADO,2017,126,54,180,30,70,NA
"COLORADO, UNIVERSITY OF",COLORADO,2018,117,49,166,29.51807229,70.48192771,-0.4819
"COLORADO, UNIVERSITY OF",COLORADO,2019,114,56,170,32.94117647,67.05882353,3.4231
"COLORADO, UNIVERSITY OF",COLORADO,2020,112,65,177,36.72316384,63.27683616,3.782
"COLORADO, UNIVERSITY OF",COLORADO,2021,113,54,167,32.33532934,67.66467066,-4.3878
"COLORADO, UNIVERSITY OF",COLORADO,2022,108,53,161,32.91925466,67.08074534,0.5839
"COLORADO, UNIVERSITY OF",COLORADO,2023,111,57,168,33.92857143,66.07142857,1.0093
